nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
Anneaux de calamars FAKAM 250g,6,Surgelés,9.990,,,,,Carrefour,Sfax
Frites surgelées HOT & SPICY 450g,6,Surgelés,5.990,,,,,Carrefour,Sfax
Burger de dinde KWIKA,6,Surgelés,4.790,,,,,Carrefour,Sfax
Nuggets de poulet CUISTO,6,Surgelés,9.500,,,,,Carrefour,Sfax
Burger pané CUISTO,6,Surgelés,8.280,,,,,Carrefour,Sfax
Fruits de mer MIMA,6,Surgelés,15.800,,,,,Carrefour,Sfax
Escalope de poulet panée EL MAZRAA,6,Surgelés,28.500,,,,,Carrefour,Sfax
Frites LUTOSA 450g,6,Surgelés,9.680,,,,,Carrefour,Sfax
Frites surgelées HOT & SPICY 2.5kg,6,Surgelés,26.990,,,,,Carrefour,Sfax
Petit pois PINGUIN,6,Surgelés,11.290,,,,,Carrefour,Sfax
Hamburger de dinde EL MAZRAA,6,Surgelés,11.780,,,,,Carrefour,Sfax
Calamar congelé,6,Surgelés,27.900,,,,,Carrefour,Sfax
Escalope de dinde panée,6,Surgelés,12.230,,,,,Carrefour,Sfax
Seiche nettoyée congelée,6,Surgelés,26.500,,,,,Carrefour,Sfax
Poulpe congelé en tranche,6,Surgelés,31.600,,,,,Carrefour,Sfax
Filet de merlan pané SAFAA,6,Surgelés,15.990,,,,,Carrefour,Sfax
Crevettes décortiquées CAPTAIN SINDBAD,6,Surgelés,55.000,,,,,Carrefour,Sfax
Petit pois fins VILLAZAR,6,Surgelés,7.990,,,,,Carrefour,Sfax
Pâte feuilletée NAPOLIS,6,Surgelés,3.990,,,,,Carrefour,Sfax
Calamars nettoyés surgelés,6,Surgelés,29.900,,,,,Carrefour,Sfax
Crevettes décortiquées HIMOKA,6,Surgelés,7.290,,,,,Carrefour,Sfax
Anneaux de calamars panés HIMOKA,6,Surgelés,11.550,,,,,Carrefour,Sfax
Crevettes entières HIMOKA,6,Surgelés,16.990,,,,,Carrefour,Sfax
Crevettes panées FAKAM,6,Surgelés,25.390,,,,,Carrefour,Sfax
Crevettes panées CAPTAIN SINDBAD,6,Surgelés,13.990,,,,,Carrefour,Sfax
Filets de poissons panés SAFAA,6,Surgelés,17.290,,,,,Carrefour,Sfax
Surimi de crabes HIMOKA,6,Surgelés,11.280,,,,,Carrefour,Sfax
Bâtonnets de crabes CAPTAIN SINDBAD,6,Surgelés,10.380,,,,,Carrefour,Sfax
Moules décortiquées MAHJOUB,6,Surgelés,26.500,,,,,Carrefour,Sfax
Croquettes de poulpe MAHJOUB,6,Surgelés,26.800,,,,,Carrefour,Sfax
Frites surgelées classic 750g,6,Surgelés,9.280,,,,,Carrefour,Sfax
Frites allumettes 400g,6,Surgelés,5.790,,,,,Carrefour,Sfax
Frites Fries Day 750g,6,Surgelés,9.490,,,,,Carrefour,Sfax
Frites wedges Fries Day,6,Surgelés,9.890,,,,,Carrefour,Sfax
Frites classiques Fries Day 2.5kg,6,Surgelés,27.490,,,,,Carrefour,Sfax
Frites 6 allumettes Fries Day,6,Surgelés,28.990,,,,,Carrefour,Sfax
Frites rissolées surgelées,6,Surgelés,10.290,,,,,Carrefour,Sfax
Pizza surgelée 4 fromages,6,Surgelés,7.990,,,,,Carrefour,Sfax
Pizza surgelée thon,6,Surgelés,6.990,,,,,Carrefour,Sfax
Pizza surgelée jambon fromage,6,Surgelés,8.490,,,,,Carrefour,Sfax
Pizza surgelée pepperoni,6,Surgelés,9.200,,,,,Carrefour,Sfax
Lasagnes surgelées bolognaise,6,Surgelés,12.500,,,,,Carrefour,Sfax
Lasagnes poulet surgelées,6,Surgelés,11.900,,,,,Carrefour,Sfax
Gratin dauphinois surgelé,6,Surgelés,6.800,,,,,Carrefour,Sfax
Gratin de légumes surgelé,6,Surgelés,7.200,,,,,Carrefour,Sfax
Frites coupe fine,6,Surgelés,7.200,,,,,Carrefour,Sfax
Frites coupe épaisse,6,Surgelés,7.500,,,,,Carrefour,Sfax
Frites ondulées,6,Surgelés,7.900,,,,,Carrefour,Sfax
Frites steakhouse,6,Surgelés,8.400,,,,,Carrefour,Sfax
Frites bio surgelées,6,Surgelés,9.200,,,,,Carrefour,Sfax
Pommes noisettes,6,Surgelés,8.100,,,,,Carrefour,Sfax
Pommes duchesse,6,Surgelés,8.900,,,,,Carrefour,Sfax
Pommes rissolées,6,Surgelés,7.800,,,,,Carrefour,Sfax
Croquettes de pommes de terre,6,Surgelés,6.600,,,,,Carrefour,Sfax
Purée surgelée,6,Surgelés,5.900,,,,,Carrefour,Sfax
Pain burger surgelé,6,Surgelés,4.500,,,,,Carrefour,Sfax
Pain hot dog surgelé,6,Surgelés,4.200,,,,,Carrefour,Sfax
Pain pita surgelé,6,Surgelés,3.900,,,,,Carrefour,Sfax
Mini pizzas surgelées,6,Surgelés,6.700,,,,,Carrefour,Sfax
Mini quiches surgelées,6,Surgelés,7.200,,,,,Carrefour,Sfax
Mini feuilletés surgelés,6,Surgelés,6.900,,,,,Carrefour,Sfax
Tarte aux pommes surgelée,6,Surgelés,8.800,,,,,Carrefour,Sfax
Tarte au chocolat surgelée,6,Surgelés,9.200,,,,,Carrefour,Sfax
Brownies surgelés,6,Surgelés,7.500,,,,,Carrefour,Sfax
Cookies surgelés,6,Surgelés,6.800,,,,,Carrefour,Sfax
Pâte à pizza surgelée,6,Surgelés,3.500,,,,,Carrefour,Sfax
Pâte à pain surgelée,6,Surgelés,3.800,,,,,Carrefour,Sfax
Pâte sablée surgelée,6,Surgelés,4.200,,,,,Carrefour,Sfax
Croissant surgelé,6,Surgelés,4.900,,,,,Carrefour,Sfax
Pain au chocolat surgelé,6,Surgelés,5.200,,,,,Carrefour,Sfax
Baguette surgelée,6,Surgelés,2.900,,,,,Carrefour,Sfax
Sandwich panini surgelé,6,Surgelés,6.800,,,,,Carrefour,Sfax
Wrap poulet surgelé,6,Surgelés,7.200,,,,,Carrefour,Sfax
Burrito surgelé,6,Surgelés,7.900,,,,,Carrefour,Sfax
Tacos surgelés,6,Surgelés,8.400,,,,,Carrefour,Sfax
Nachos fromage surgelés,6,Surgelés,6.500,,,,,Carrefour,Sfax
Soupe surgelée légumes,6,Surgelés,4.800,,,,,Carrefour,Sfax
Soupe poulet surgelée,6,Surgelés,5.200,,,,,Carrefour,Sfax
Velouté potiron surgelé,6,Surgelés,5.600,,,,,Carrefour,Sfax
Glace vanille premium,6,Surgelés,11.900,,,,,Carrefour,Sfax
Glace chocolat premium,6,Surgelés,11.900,,,,,Carrefour,Sfax
Glace fraise premium,6,Surgelés,11.900,,,,,Carrefour,Sfax
Glace pistache premium,6,Surgelés,12.500,,,,,Carrefour,Sfax
Glace caramel beurre salé,6,Surgelés,12.800,,,,,Carrefour,Sfax
Glace cookies cream,6,Surgelés,12.700,,,,,Carrefour,Sfax
Glace mangue sorbet,6,Surgelés,10.900,,,,,Carrefour,Sfax
Glace citron sorbet,6,Surgelés,10.500,,,,,Carrefour,Sfax
Glace fruits rouges sorbet,6,Surgelés,10.900,,,,,Carrefour,Sfax
Mix fruits surgelés,6,Surgelés,8.900,,,,,Carrefour,Sfax
Fraises surgelées,6,Surgelés,7.800,,,,,Carrefour,Sfax
Framboises surgelées,6,Surgelés,9.200,,,,,Carrefour,Sfax
Myrtilles surgelées,6,Surgelés,10.500,,,,,Carrefour,Sfax
Mangue en cubes surgelée,6,Surgelés,8.700,,,,,Carrefour,Sfax
Ananas surgelé,6,Surgelés,7.900,,,,,Carrefour,Sfax
Banane en rondelles surgelée,6,Surgelés,6.800,,,,,Carrefour,Sfax
Smoothie mix surgelé,6,Surgelés,9.900,,,,,Carrefour,Sfax
Poulet entier surgelé,6,Surgelés,18.900,,,,,Carrefour,Sfax
Cuisses de poulet surgelées,6,Surgelés,14.500,,,,,Carrefour,Sfax
Blanc de poulet surgelé,6,Surgelés,16.900,,,,,Carrefour,Sfax
Ailes de poulet surgelées,6,Surgelés,12.800,,,,,Carrefour,Sfax
Escalope de poulet nature,6,Surgelés,17.900,,,,,Carrefour,Sfax
Escalope de dinde nature,6,Surgelés,16.800,,,,,Carrefour,Sfax
Steak haché pur bœuf surgelé,6,Surgelés,19.500,,,,,Carrefour,Sfax
Boulettes de viande surgelées,6,Surgelés,14.200,,,,,Carrefour,Sfax
Saucisses de dinde surgelées,6,Surgelés,13.700,,,,,Carrefour,Sfax
Saucisses de poulet surgelées,6,Surgelés,13.200,,,,,Carrefour,Sfax
Saucisses merguez surgelées,6,Surgelés,15.800,,,,,Carrefour,Sfax
Kebab viande surgelé,6,Surgelés,18.900,,,,,Carrefour,Sfax
Brochettes de poulet surgelées,6,Surgelés,17.200,,,,,Carrefour,Sfax
Brochettes de viande surgelées,6,Surgelés,19.800,,,,,Carrefour,Sfax
Galettes de pommes de terre,6,Surgelés,6.900,,,,,Carrefour,Sfax
Galettes de légumes,6,Surgelés,7.500,,,,,Carrefour,Sfax
Beignets de crevettes,6,Surgelés,12.900,,,,,Carrefour,Sfax
Beignets de poisson,6,Surgelés,11.800,,,,,Carrefour,Sfax
Tempura crevettes,6,Surgelés,13.500,,,,,Carrefour,Sfax
Tempura légumes,6,Surgelés,9.800,,,,,Carrefour,Sfax
Mix fruits de mer surgelé,6,Surgelés,21.500,,,,,Carrefour,Sfax
Filet de merlu surgelé,6,Surgelés,18.700,,,,,Carrefour,Sfax
Filet de tilapia surgelé,6,Surgelés,16.900,,,,,Carrefour,Sfax
Filet de dorade surgelé,6,Surgelés,22.500,,,,,Carrefour,Sfax
Filet de loup de mer surgelé,6,Surgelés,23.800,,,,,Carrefour,Sfax
Raviolis surgelés fromage,6,Surgelés,7.900,,,,,Carrefour,Sfax
Raviolis surgelés viande,6,Surgelés,8.400,,,,,Carrefour,Sfax
Tortellini surgelés,6,Surgelés,8.900,,,,,Carrefour,Sfax
Gnocchi surgelés,6,Surgelés,7.200,,,,,Carrefour,Sfax
Quiche lorraine surgelée,6,Surgelés,9.900,,,,,Carrefour,Sfax
Quiche légumes surgelée,6,Surgelés,9.500,,,,,Carrefour,Sfax
Flammekueche surgelée,6,Surgelés,10.800,,,,,Carrefour,Sfax
Croquettes de fromage,6,Surgelés,7.800,,,,,Carrefour,Sfax
Bâtonnets mozzarella,6,Surgelés,8.600,,,,,Carrefour,Sfax
Fromage pané surgelé,6,Surgelés,8.900,,,,,Carrefour,Sfax
Soufflé fromage surgelé,6,Surgelés,9.600,,,,,Carrefour,Sfax
Soufflé chocolat surgelé,6,Surgelés,9.900,,,,,Carrefour,Sfax
Fondant chocolat surgelé,6,Surgelés,10.200,,,,,Carrefour,Sfax
Gâteau chocolat surgelé,6,Surgelés,11.500,,,,,Carrefour,Sfax
Gâteau fraise surgelé,6,Surgelés,11.200,,,,,Carrefour,Sfax
Gâteau vanille surgelé,6,Surgelés,10.900,,,,,Carrefour,Sfax
Cheesecake surgelé,6,Surgelés,12.800,,,,,Carrefour,Sfax
Cheesecake fruits rouges,6,Surgelés,13.200,,,,,Carrefour,Sfax
Cheesecake chocolat,6,Surgelés,13.500,,,,,Carrefour,Sfax
Soufflé fromage surgelé,6,Surgelés,9.600,,,,,Carrefour,Sfax
Soufflé chocolat surgelé,6,Surgelés,9.900,,,,,Carrefour,Sfax
Fondant chocolat surgelé,6,Surgelés,10.200,,,,,Carrefour,Sfax
Gâteau chocolat surgelé,6,Surgelés,11.500,,,,,Carrefour,Sfax
Gâteau fraise surgelé,6,Surgelés,11.200,,,,,Carrefour,Sfax
Gâteau vanille surgelé,6,Surgelés,10.900,,,,,Carrefour,Sfax
Cheesecake surgelé,6,Surgelés,12.800,,,,,Carrefour,Sfax
Cheesecake fruits rouges,6,Surgelés,13.200,,,,,Carrefour,Sfax
Cheesecake chocolat,6,Surgelés,13.500,,,,,Carrefour,Sfax
Céleri vert,2,Fruits et Légumes,0.500,,,,,Carrefour,Sfax
Blette,2,Fruits et Légumes,0.500,,,,,Carrefour,Sfax
Menthe,2,Fruits et Légumes,0.750,,,,,Carrefour,Sfax
Radis local,2,Fruits et Légumes,1.750,,,,,Carrefour,Sfax
Chou vert,2,Fruits et Légumes,1.870,,,,,Carrefour,Sfax
Artichaut violet,2,Fruits et Légumes,1.875,,,,,Carrefour,Sfax
Chou-fleur,2,Fruits et Légumes,2.500,,,,,Carrefour,Sfax
Oignon rouge,2,Fruits et Légumes,2.500,,,,,Carrefour,Sfax
Carotte,2,Fruits et Légumes,2.750,,,,,Carrefour,Sfax
Laurier,2,Fruits et Légumes,2.750,,,,,Carrefour,Sfax
Chou rouge,2,Fruits et Légumes,2.870,,,,,Carrefour,Sfax
Courge rouge,2,Fruits et Légumes,3.120,,,,,Carrefour,Sfax
Tomate cerise ronde,2,Fruits et Légumes,3.450,,,,,Carrefour,Sfax
Chou rave,2,Fruits et Légumes,3.750,,,,,Carrefour,Sfax
Piment meski,2,Fruits et Légumes,4.280,,,,,Carrefour,Sfax
Basilic frais,2,Fruits et Légumes,4.980,,,,,Carrefour,Sfax
Concombre,2,Fruits et Légumes,5.600,,,,,Carrefour,Sfax
Tomate cerise,2,Fruits et Légumes,6.000,,,,,Carrefour,Sfax
Patate douce,2,Fruits et Légumes,6.250,,,,,Carrefour,Sfax
Pomme de terre grenaille,2,Fruits et Légumes,6.500,,,,,Carrefour,Sfax
Petit pois,2,Fruits et Légumes,6.870,,,,,Carrefour,Sfax
Épinard,2,Fruits et Légumes,7.800,,,,,Carrefour,Sfax
Brocoli,2,Fruits et Légumes,9.980,,,,,Carrefour,Sfax
Tomate fraîche,2,Fruits et Légumes,2.900,,,,,Carrefour,Sfax
Tomate locale,2,Fruits et Légumes,2.700,,,,,Carrefour,Sfax
Pomme de terre,2,Fruits et Légumes,1.950,,,,,Carrefour,Sfax
Oignon blanc,2,Fruits et Légumes,2.300,,,,,Carrefour,Sfax
Ail sec,2,Fruits et Légumes,12.500,,,,,Carrefour,Sfax
Poivron vert,2,Fruits et Légumes,3.800,,,,,Carrefour,Sfax
Poivron rouge,2,Fruits et Légumes,5.200,,,,,Carrefour,Sfax
Poivron jaune,2,Fruits et Légumes,5.600,,,,,Carrefour,Sfax
Courgette,2,Fruits et Légumes,3.100,,,,,Carrefour,Sfax
Aubergine,2,Fruits et Légumes,2.900,,,,,Carrefour,Sfax
Navet,2,Fruits et Légumes,1.800,,,,,Carrefour,Sfax
Fenouil,2,Fruits et Légumes,2.200,,,,,Carrefour,Sfax
Persil,2,Fruits et Légumes,0.600,,,,,Carrefour,Sfax
Coriandre,2,Fruits et Légumes,0.600,,,,,Carrefour,Sfax
Laitue,2,Fruits et Légumes,1.200,,,,,Carrefour,Sfax
Salade iceberg,2,Fruits et Légumes,1.800,,,,,Carrefour,Sfax
Avocat,2,Fruits et Légumes,7.500,,,,,Carrefour,Sfax
Avocat hass,2,Fruits et Légumes,8.200,,,,,Carrefour,Sfax
Citron vert,2,Fruits et Légumes,4.200,,,,,Carrefour,Sfax
Citron bio,2,Fruits et Légumes,5.500,,,,,Carrefour,Sfax
Orange maltaise,2,Fruits et Légumes,3.900,,,,,Carrefour,Sfax
Orange sanguine,2,Fruits et Légumes,4.100,,,,,Carrefour,Sfax
Clémentine,2,Fruits et Légumes,3.600,,,,,Carrefour,Sfax
Clémentine feuille,2,Fruits et Légumes,4.000,,,,,Carrefour,Sfax
Pomme golden,2,Fruits et Légumes,5.700,,,,,Carrefour,Sfax
Pomme gala,2,Fruits et Légumes,6.000,,,,,Carrefour,Sfax
Pomme fuji,2,Fruits et Légumes,6.400,,,,,Carrefour,Sfax
Pomme pink lady,2,Fruits et Légumes,6.800,,,,,Carrefour,Sfax
Poire conférence,2,Fruits et Légumes,6.500,,,,,Carrefour,Sfax
Poire williams,2,Fruits et Légumes,6.900,,,,,Carrefour,Sfax
Raisin muscat,2,Fruits et Légumes,8.200,,,,,Carrefour,Sfax
Raisin sans pépins,2,Fruits et Légumes,8.500,,,,,Carrefour,Sfax
Banane importée,2,Fruits et Légumes,4.800,,,,,Carrefour,Sfax
Banane locale,2,Fruits et Légumes,4.300,,,,,Carrefour,Sfax
Ananas extra doux,2,Fruits et Légumes,8.200,,,,,Carrefour,Sfax
Mangue importée,2,Fruits et Légumes,10.200,,,,,Carrefour,Sfax
Mangue locale,2,Fruits et Légumes,9.000,,,,,Carrefour,Sfax
Papaye importée,2,Fruits et Légumes,9.500,,,,,Carrefour,Sfax
Fraise locale,2,Fruits et Légumes,6.900,,,,,Carrefour,Sfax
Fraise premium,2,Fruits et Légumes,7.800,,,,,Carrefour,Sfax
Framboise fraîche,2,Fruits et Légumes,12.500,,,,,Carrefour,Sfax
Myrtille fraîche,2,Fruits et Légumes,13.200,,,,,Carrefour,Sfax
Pastèque sans pépins,2,Fruits et Légumes,4.900,,,,,Carrefour,Sfax
Melon jaune,2,Fruits et Légumes,5.500,,,,,Carrefour,Sfax
Melon vert,2,Fruits et Légumes,5.200,,,,,Carrefour,Sfax
Kiwi importé,2,Fruits et Légumes,8.900,,,,,Carrefour,Sfax
Grenade douce,2,Fruits et Légumes,6.900,,,,,Carrefour,Sfax
Dattes branchées,2,Fruits et Légumes,11.200,,,,,Carrefour,Sfax
Dattes premium,2,Fruits et Légumes,13.500,,,,,Carrefour,Sfax
Figue de barbarie,2,Fruits et Légumes,3.500,,,,,Carrefour,Sfax
Figue noire,2,Fruits et Légumes,7.900,,,,,Carrefour,Sfax
Abricot sec,2,Fruits et Légumes,15.500,,,,,Carrefour,Sfax
Prune rouge,2,Fruits et Légumes,6.400,,,,,Carrefour,Sfax
Prune jaune,2,Fruits et Légumes,6.300,,,,,Carrefour,Sfax
Pêche blanche,2,Fruits et Légumes,6.800,,,,,Carrefour,Sfax
Pêche jaune,2,Fruits et Légumes,6.700,,,,,Carrefour,Sfax
Nectarine blanche,2,Fruits et Légumes,7.100,,,,,Carrefour,Sfax
Nectarine jaune,2,Fruits et Légumes,7.000,,,,,Carrefour,Sfax
Tomate allongée,2,Fruits et Légumes,3.200,,,,,Carrefour,Sfax
Tomate bio,2,Fruits et Légumes,4.800,,,,,Carrefour,Sfax
Tomate cocktail,2,Fruits et Légumes,4.200,,,,,Carrefour,Sfax
Tomate grappes,2,Fruits et Légumes,3.500,,,,,Carrefour,Sfax
Pomme de terre nouvelle,2,Fruits et Légumes,2.500,,,,,Carrefour,Sfax
Pomme de terre rouge,2,Fruits et Légumes,2.700,,,,,Carrefour,Sfax
Oignon jaune,2,Fruits et Légumes,2.400,,,,,Carrefour,Sfax
Oignon doux,2,Fruits et Légumes,2.900,,,,,Carrefour,Sfax
Ail frais,2,Fruits et Légumes,9.800,,,,,Carrefour,Sfax
Ail bio,2,Fruits et Légumes,14.200,,,,,Carrefour,Sfax
Courgette bio,2,Fruits et Légumes,3.800,,,,,Carrefour,Sfax
Aubergine longue,2,Fruits et Légumes,3.200,,,,,Carrefour,Sfax
Aubergine ronde,2,Fruits et Légumes,3.400,,,,,Carrefour,Sfax
Poivron bio,2,Fruits et Légumes,6.200,,,,,Carrefour,Sfax
Poivron long vert,2,Fruits et Légumes,3.600,,,,,Carrefour,Sfax
Piment fort,2,Fruits et Légumes,4.900,,,,,Carrefour,Sfax
Piment doux,2,Fruits et Légumes,4.300,,,,,Carrefour,Sfax
Navet violet,2,Fruits et Légumes,2.200,,,,,Carrefour,Sfax
Navet blanc,2,Fruits et Légumes,2.000,,,,,Carrefour,Sfax
Betterave rouge,2,Fruits et Légumes,2.700,,,,,Carrefour,Sfax
Fenouil frais,2,Fruits et Légumes,2.500,,,,,Carrefour,Sfax
Persil frais,2,Fruits et Légumes,0.700,,,,,Carrefour,Sfax
Coriandre fraîche,2,Fruits et Légumes,0.700,,,,,Carrefour,Sfax
Aneth,2,Fruits et Légumes,1.200,,,,,Carrefour,Sfax
Thym frais,2,Fruits et Légumes,1.500,,,,,Carrefour,Sfax
Romarin,2,Fruits et Légumes,1.400,,,,,Carrefour,Sfax

Laitue feuille,2,Fruits et Légumes,1.300,,,,,Carrefour,Sfax
Salade mixte,2,Fruits et Légumes,3.200,,,,,Carrefour,Sfax
Roquette bio,2,Fruits et Légumes,3.500,,,,,Carrefour,Sfax
Champignon brun,2,Fruits et Légumes,8.200,,,,,Carrefour,Sfax
Champignon blanc,2,Fruits et Légumes,7.900,,,,,Carrefour,Sfax
Haricot vert extra fin,2,Fruits et Légumes,6.500,,,,,Carrefour,Sfax
Haricot vert large,2,Fruits et Légumes,6.200,,,,,Carrefour,Sfax
Pois frais,2,Fruits et Légumes,6.300,,,,,Carrefour,Sfax
Fève fraîche,2,Fruits et Légumes,5.900,,,,,Carrefour,Sfax
Maïs doux,2,Fruits et Légumes,4.600,,,,,Carrefour,Sfax
Dattes deglet nour,2,Fruits et Légumes,12.500,,,,,Carrefour,Sfax
Figue fraîche,2,Fruits et Légumes,7.200,,,,,Carrefour,Sfax
Figue sèche,2,Fruits et Légumes,14.500,,,,,Carrefour,Sfax
Tomate bio,2,Fruits et Légumes,5.900,,,,,Carrefour,Sfax
Poivron rouge,2,Fruits et Légumes,6.200,,,,,Carrefour,Sfax
Poivron vert,2,Fruits et Légumes,5.400,,,,,Carrefour,Sfax
Poivron jaune,2,Fruits et Légumes,6.800,,,,,Carrefour,Sfax
Piment fort,2,Fruits et Légumes,4.500,,,,,Carrefour,Sfax
Piment doux,2,Fruits et Légumes,4.900,,,,,Carrefour,Sfax
Courgette locale,2,Fruits et Légumes,3.600,,,,,Carrefour,Sfax
Courgette bio,2,Fruits et Légumes,5.200,,,,,Carrefour,Sfax
Aubergine noire,2,Fruits et Légumes,3.800,,,,,Carrefour,Sfax
Aubergine violette,2,Fruits et Légumes,4.100,,,,,Carrefour,Sfax
Navet blanc,2,Fruits et Légumes,2.600,,,,,Carrefour,Sfax
Navet violet,2,Fruits et Légumes,2.900,,,,,Carrefour,Sfax
Betterave rouge,2,Fruits et Légumes,2.750,,,,,Carrefour,Sfax
Betterave cuite,2,Fruits et Légumes,3.400,,,,,Carrefour,Sfax
Fenouil,2,Fruits et Légumes,3.100,,,,,Carrefour,Sfax
Persil frais,2,Fruits et Légumes,1.200,,,,,Carrefour,Sfax
Coriandre fraîche,2,Fruits et Légumes,1.300,,,,,Carrefour,Sfax
Aneth,2,Fruits et Légumes,1.500,,,,,Carrefour,Sfax
Roquette,2,Fruits et Légumes,2.200,,,,,Carrefour,Sfax
Laitue iceberg,2,Fruits et Légumes,2.800,,,,,Carrefour,Sfax
Laitue romaine,2,Fruits et Légumes,2.600,,,,,Carrefour,Sfax
Salade verte,2,Fruits et Légumes,2.400,,,,,Carrefour,Sfax
Chicorée,2,Fruits et Légumes,2.900,,,,,Carrefour,Sfax
Endive,2,Fruits et Légumes,3.700,,,,,Carrefour,Sfax
Haricots verts frais,2,Fruits et Légumes,6.200,,,,,Carrefour,Sfax
Haricots verts plats,2,Fruits et Légumes,6.500,,,,,Carrefour,Sfax
Fèves fraîches,2,Fruits et Légumes,5.900,,,,,Carrefour,Sfax
Fèves sèches,2,Fruits et Légumes,4.200,,,,,Carrefour,Sfax
Pois cassés,2,Fruits et Légumes,3.900,,,,,Carrefour,Sfax
Lentilles,2,Fruits et Légumes,4.800,,,,,Carrefour,Sfax
Pois chiches,2,Fruits et Légumes,4.500,,,,,Carrefour,Sfax
Champignons frais,2,Fruits et Légumes,7.500,,,,,Carrefour,Sfax
Champignons de Paris,2,Fruits et Légumes,6.800,,,,,Carrefour,Sfax
Champignons bio,2,Fruits et Légumes,9.200,,,,,Carrefour,Sfax
Maïs frais,2,Fruits et Légumes,3.900,,,,,Carrefour,Sfax
Maïs doux,2,Fruits et Légumes,4.300,,,,,Carrefour,Sfax
Patate douce rouge,2,Fruits et Légumes,5.800,,,,,Carrefour,Sfax
Patate douce blanche,2,Fruits et Légumes,5.600,,,,,Carrefour,Sfax
Gingembre frais,2,Fruits et Légumes,12.500,,,,,Carrefour,Sfax
Curcuma frais,2,Fruits et Légumes,13.200,,,,,Carrefour,Sfax
Citron jaune,2,Fruits et Légumes,3.200,,,,,Carrefour,Sfax
Citron vert,2,Fruits et Légumes,4.100,,,,,Carrefour,Sfax
Banane locale,2,Fruits et Légumes,4.800,,,,,Carrefour,Sfax
Banane importée,2,Fruits et Légumes,5.600,,,,,Carrefour,Sfax
Pomme golden,2,Fruits et Légumes,6.500,,,,,Carrefour,Sfax
Pomme rouge,2,Fruits et Légumes,6.900,,,,,Carrefour,Sfax
Pomme granny smith,2,Fruits et Légumes,7.200,,,,,Carrefour,Sfax
Poire locale,2,Fruits et Légumes,7.800,,,,,Carrefour,Sfax
Poire importée,2,Fruits et Légumes,8.500,,,,,Carrefour,Sfax
Raisin blanc,2,Fruits et Légumes,9.200,,,,,Carrefour,Sfax
Raisin noir,2,Fruits et Légumes,9.800,,,,,Carrefour,Sfax
Grenade,2,Fruits et Légumes,4.900,,,,,Carrefour,Sfax
Figue fraîche,2,Fruits et Légumes,7.500,,,,,Carrefour,Sfax
Figue sèche,2,Fruits et Légumes,10.200,,,,,Carrefour,Sfax
Abricot,2,Fruits et Légumes,6.800,,,,,Carrefour,Sfax
Pêche jaune,2,Fruits et Légumes,7.100,,,,,Carrefour,Sfax
Pêche blanche,2,Fruits et Légumes,7.300,,,,,Carrefour,Sfax
Nectarine,2,Fruits et Légumes,7.600,,,,,Carrefour,Sfax
Prune rouge,2,Fruits et Légumes,6.900,,,,,Carrefour,Sfax
Prune noire,2,Fruits et Légumes,7.200,,,,,Carrefour,Sfax
Kiwi importé,2,Fruits et Légumes,8.400,,,,,Carrefour,Sfax
Mangue,2,Fruits et Légumes,12.500,,,,,Carrefour,Sfax
Ananas,2,Fruits et Légumes,9.800,,,,,Carrefour,Sfax
Papaye,2,Fruits et Légumes,11.200,,,,,Carrefour,Sfax
Melon jaune,2,Fruits et Légumes,5.900,,,,,Carrefour,Sfax
Melon vert,2,Fruits et Légumes,6.200,,,,,Carrefour,Sfax
Baguette classique,3,Boulangerie,0.200,,,,,Carrefour,Sfax
Baguette tradition,3,Boulangerie,0.300,,,,,Carrefour,Sfax
Pain complet,3,Boulangerie,0.600,,,,,Carrefour,Sfax
Pain de campagne,3,Boulangerie,1.200,,,,,Carrefour,Sfax
Pain aux céréales,3,Boulangerie,1.500,,,,,Carrefour,Sfax
Pain aux graines,3,Boulangerie,1.700,,,,,Carrefour,Sfax
Pain rond,3,Boulangerie,0.900,,,,,Carrefour,Sfax
Pain sandwich,3,Boulangerie,1.800,,,,,Carrefour,Sfax
Pain de mie nature,3,Boulangerie,2.200,,,,,Carrefour,Sfax
Pain de mie complet,3,Boulangerie,2.500,,,,,Carrefour,Sfax
Pain de mie sans croûte,3,Boulangerie,2.800,,,,,Carrefour,Sfax
Pain burger,3,Boulangerie,2.000,,,,,Carrefour,Sfax
Pain hot dog,3,Boulangerie,1.900,,,,,Carrefour,Sfax
Pain pita,3,Boulangerie,1.200,,,,,Carrefour,Sfax
Pain libanais,3,Boulangerie,1.300,,,,,Carrefour,Sfax
Pain tabouna,3,Boulangerie,1.000,,,,,Carrefour,Sfax
Pain maison,3,Boulangerie,1.100,,,,,Carrefour,Sfax
Pain blanc,3,Boulangerie,0.500,,,,,Carrefour,Sfax
Pain long,3,Boulangerie,0.400,,,,,Carrefour,Sfax
Pain aux olives,3,Boulangerie,1.800,,,,,Carrefour,Sfax
Pain au fromage,3,Boulangerie,2.200,,,,,Carrefour,Sfax
Pain au lait,3,Boulangerie,1.900,,,,,Carrefour,Sfax
Croissant nature,3,Boulangerie,0.900,,,,,Carrefour,Sfax
Croissant beurre,3,Boulangerie,1.200,,,,,Carrefour,Sfax
Croissant chocolat,3,Boulangerie,1.300,,,,,Carrefour,Sfax
Croissant amande,3,Boulangerie,1.500,,,,,Carrefour,Sfax
